"Sorry @apple, but #iMessage will never be what #BBM is. Disappointed.";negative
"@Apple, on the #iPad with #iOS5, why has the Messages Icon been included when it can't be used?";negative
#itjustworks";negative
@apple my iPhone is charging very slowly!!!!!;negative
RT @RespectMaSwagg: #ThingsWeAllLove ----&gt,&gt, #Google;positive
"Asked #Siri ""Where's Baby Lisa?"" and was told ""sorry, I'm having trouble connecting to the network right now."" @apple server fail. #ios5";negative
#microsoft #research shows #Holodesk. Awesome!!! The holodeck is one step closer! bit.ly/pCMJON #kinect /via @dvroegop;positive
"I'm a current @Blackberry user, little bit disappointed with it! Should I move to @Android or @Apple @iphone";positive
@Apple can suck my dick gotta restore my ipad #annoyed;negative
Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck.  Do you agree?  Join the discussion! http://t.co/Mn39R2vc;negative
WTF?!?! @apple the new iOS 5 doesn't allow you NOT to get push notifications from newstand? and SIRI just keeps yapping FUCK!;negative
Pissed with whoever designs keyboards with @apple for not having a home and end key.  working on the CLI i use those keys often;negative
*singing*! everytime  I  try  to leave something keeps  pulling me  back  (me  back) telling me  I  need  #Twitter & all that. lol  (:;positive
Lecture Notes in Financial Economics pdf ebook:  http://t.co/7gJQvEwN #google;negative
"Validated that #Microsoft #iSCSI target in Win Server 8 works fine with #VMware #vSphere5 / ESXi5, no errors - more: http://t.co/6qnLWFt7";positive
"Android Beam - sharing contacts, articles, files, and games, pretty cool #Google #ICS";positive
Thank you #twitter for not giving me the 10 tweets that have been tweeted at me in the past 3 days! Lol #blameitontheiphone #ineedtoupdate;negative
@apple #apple One thing I hater about this #mouse the #buttery finish so fast am not #happy now #macworld @macworld http://t.co/5Uh4a4Vt;negative
"GAH. @apple iOS 5 opens text messages painfully slow, on top of 3 restore attempts 2 succeed. Early adopterness gets better of me.";negative
#google #Android #ice cream sandwich";positive
Okay..I feel slightly more connected to the world and have put #facebook and #twitter on my #blackberry..its not the same..but it helps;positive
@apple give me my apps back!!!;negative
@AsimRang @apple @umber the desktop app is wack though;negative
"Oh, @apple. Steve obviously had nothing to do with iPhoto, as it's the perfect opposite of 'insanely great'. Get it fixed, please.";negative
@apple your simply the best.;positive
#Google People app...the next revolution in stalking.;negative
The new Google Nexus page is live! - http://t.co/zrqoeWxI #nexus #google #android #icecreamsandwich;positive
Wtf @apple 64 pages for the new terms & conditions when u update ur apps from the iTunes store. Do u really think we'll read em? Really???;negative
@Twitter CEO points to @Apple as 'corporate mentor' as @iOS signups triple http://t.co/GCY8iphN;positive
So glad #Google adopted a design philosophy for #Android 4.0 a.k.a It shows soooo much! This is the polish I've been waiting for!;positive
"RT @nicolebanyots: #twitter UH, SHOW ME MY RETWEETS, OR ILL GO BACK TO FACEBOOK. K? K.";negative
Said to have laid out the next 4 years @apple.Jobs last iPhone is 2012 not the iPhone4S. iPhone(4G/5) 2012 is magical! http://t.co/DxxklUBp;positive
"If @apple doesn't fix iOS5 this week, I'm buying a droid #emptythreats";negative
more like obituaries #microsoft";negative
@apple - you have invented a product that actually gets my brother to call my parents when he gets where he's going. Amazing. #siri #ipod4s;positive
"Introducing Galaxy Nexus. Simple, beautiful, beyond smart http://t.co/qaMj3MeR #android #ICS #google #samsung";positive
New Galaxy Nexus: OS Improvements -  Stacks & Scrolling introduced for widgets  for richer content #samsung #google #android bit.ly/nEJbyE;positive
I &lt,3 @apple http://t.co/ondXWpEr;positive
People App in #ICS looks promising! As usual #Google is good at integrating different apps and make it a total new user experience!;positive
RT @JolieeSharmeda #twitter be fucking up;negative
Well @apple fixed my #ios5 battery drain problem with a replacement iPhone 4 -- it's working like a champ now;positive
Car is sweet SYNC is #EpicFail";negative
#Microsoft dishing out free first-gen WP7 handsets at its stores http://t.co/cvfWMvmO;positive
#Nokia co-operation with #Microsoft listed as the 4th riskiest business move of the year: http://t.co/IYo86gVj;negative
Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck.  Do you agree?  Join the discussion! http://t.co/2iJK0VB3;negative
The line at the @apple is just STUPID;negative
"The new camera app along with the ""zero delay"" camera on the Galaxy Nexus is very nice! #Google #Android #ICS";positive
My schedule is 2 busy 2 spend UNquality time with @ATT @Apple 2 recover Iphone again-The mo' mobile I get the mo' immobile I is. Sync Not!;negative
I need to get off #twitter;negative
http://t.co/Izh7KaiU #google #nexus #prime &lt,3 #android;positive
"Also, the #Google problem. @chucktodd: Problem for Santorum's electability argument: the double-digit loss in 2006";negative
[GReader Share] Five Reasons Why Google is Winning the War in Photosharing  http://t.co/coQCLb9R - #photography #fotografia #google+;positive
@apple is there a problem with iOS 5 that is preventing audio apps and audio functions from operating properly? I keep losing sound.;negative
"#BOFH excuse #447: According to #Microsoft, it's by design | #IFollowBack #Instantly";negative
"4 millions in a weekend, 16 #iPhone4S per second. This is madness?! no, this is @Apple !!!";positive
"Comparing @Office #live with @google #apps and @apple #iCloud , I do not see #iCloud leading the crowd. Do you agree ?";negative
The first thing I do when I get home is either get on #facebook or #twitter. What is wrong with me?;negative
I hate #Microsoft PowerPoint!;negative
Dear #twitter I have missed you. Promise i'll keep in touch more often;positive
This twitter shit is funny and entertaining ... I haven't did shit all day but my fingers are hurting #twitter;positive
@Apple can't send me an iPhone preordered 1hr after launching but they cans send 5 or 10 to all the jackasses who want to shoot or blend 'em;negative
"Is it too much to ask which app is incompatible, @apple? http://t.co/yKqip7nk";negative
you are so blessed. @apple;positive
#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/rzucFejc;negative
How #Apple eclipsed #Microsoft http://t.co/KxboqsKj;negative
#Microsoft took 6 months to recruit Everson and 9 months to lose her to #Faceboook via Adweek http://t.co/l5mTm6Ig;negative
@NickTheFNicon He can send but not rcve txts so he has an apt @apple at 4pm.Then he exclaims: And I waited a whole YEAR for this phone!!LMAO;negative
"Finally got my iPhone 4S, thanks @Apple. Stupid @att. Learned my lesson.";positive
Raise your hand if you now want an #Android4 #IceCreamSandwich powered #GALAXYNexus phone! #Google #Samsung;positive
#Google #Nexus press conference http://t.co/2WV01o5v #slick;positive
Video card on @Kimaris workstation died after just six months. So long @hp. Hello @apple.;positive
Office blues *drink?* RT @wuppy: #microsoft fail #notresponding for fcucks sake  http://t.co/VtYbqI91;negative
I don't really like Siri's voice. Perhaps @apple can get Star Wars voices just like @garmin http://t.co/pSUJg9pN;negative
"RT @Saptha: When u dine with a customer u shoukd never explain abt solutions unless he ask , M$ never lean the concept #microsoft #fail";negative
@zombiebomber have been on the phone with @verizonwireless and @apple pretty much ever since then. Really annoyed.;negative
not happy with @apple right now. the upgrade to my itouch4 took out my itouch and laptop. #help;negative
"@BrianCrockerJr yeah, it shows. glad you have #twitter :)";positive
has been on terminal hold with @apple support!  She must not be the only person having trouble with the new iphone and synching!;negative
@WPdesignteam @joebelfiore @windowsphone - You guys just taught #Google #Android how to design a decent phone. So much Metro. Good Job guys!;positive
"When #Microsoft broke the law it played ""victim"". Now it engages in racketeering, calls victims ""outlaws"" (""respect our IP"").";negative
#ics shutter speed is insane! Wow! Two thumbs up #google;positive
@iancollinsuk @apple I like what you did there...!;positive
Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s;negative
#Twitter y #Facebook OFF;negative
"Create new folders from within your photo album in #iOS5, finally!! Thanks @Apple, that's been a thorn in my side for a while. #newfeature";positive
Very nice trivia game by #Google. Helps you use their search better http://t.co/ikN087ZE;positive
#google #Nexus http://t.co/CSAeFRHc";negative
I'm not getting all of my @ replies #twitter if it wasn't for my emails telling me that some1 replied to me I wouldn't even know it #nobueno;negative
"#Microsoft Bing is The New King of Search, Tipped #Google Search http://t.co/61OgLIKA";positive
"@apple, why is it every time there is iOS software update my iPad goes dead and I need to totally restore? #fail";negative
"I have concluded, having used it since March, that Windows 7 Ultimate is a complete catastrophe. Mr Gates, you have lost the plot #Microsoft";negative
"@Apple iOS 5 is sweet! Notifications, phone search covers mail now, wifi sync, iCloud backup and integrated Twitter are all well done.";positive
I became a #Citizenship #Member at @Microsoft ...Thanks #GOD :) #MSPEgypt #Microsoft;positive
#Microsoft #Cloud Microsoft offers students free access to its technologies to improve employability: Dubbe... http://t.co/rGBHHUQP #TCN;positive
RT @SawyerHartman: I FU*KING LOVE YOU @APPLE this phone is the best thing ever !! SIRI = BEST THING EVER MADE;positive
"Instant photo sharing and the people app are what's best in Ice Cream Sandwich, IMO. #google #ics";positive
Interesting bookcase..RT @VentureBeat: #Google releases an Infinite Digital Bookcase http://t.co/urxJixCe by @MeghanKel;positive
"BOO to no GoogleMusic news, US carrier news, or price points. #google #ICS #android";negative
RT @asherCFO: #Yahoo up 4 sale - again! Yrs back #Microsoft almost bought it & now glad it didn't. This could b deal of the year that do ...;positive
[WebProNews Finance] #Yahoo Revenue Drop Attributed to #Microsoft Deal http://t.co/EOrOSstX;negative
"When u dine with a customer u shoukd never explain abt solutions unless he ask , M$ never lean the concept #microsoft #fail";negative
Iphone 4s siri doesn't work for shit @apple;negative
Im gonna need #Twitter to get all these problems fixed ASAP.;negative
. @apple & @AT&T u cannot tell me there isn't at least 1 64GB iPhone 4S in LA or Vegas!! Give me a fucking break!!!!;negative
This. RT @bonkoif Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable;negative
"Will watch this one with interest! RT @RossMistry: #Microsoft Codename ""Data Explorer"" CTP Coming Next Month  http://t.co/vpQOyXWa";positive
#google+ (: lovin it;positive
Good support fm Kevin @apple #Bellevue store 4 biz customers TY!;positive
My 100 tweet goes to #twitter . Thanks for providing me with another way of keeping me busy during school!;positive
"RT @ItalianJoya i better be able to see my RT's tomorrow #twitter and tell that lil blue ass bird, (cont) http://t.co/xGHoev8k";negative
"@KostaTsetsekas @apple Putting it in the wash is kind of the equivalent to ""Will it blend?"" Glad to hear it's still alive.";positive
@Blackberry does take better quality photos than @Apple iPhone though. I give them that! #photograhersEye;negative
Dear @apple please send me my Mac Book back surely the repair is done by now... Thanks!;negative
"System.IO.File.Delete - You lie! You didn't delete my file, and you didn't throw an exception. WTF!? #microsoft #net";negative
+1 RT @tah_med: the background is SO horrible for this stream #Samsung #Google #NexusPrime they should've seen what #Adobe did at #AdobeMAX;negative
Register now for your Galaxy Nexus :) http://t.co/37WkIoXC #Android #Google;positive
FUCK #facebook #twitter is way better #teamfollowback #followme;positive
if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is having issues?;negative
The new android #Nexus phone makes the #iPhone look like a cheap toy at dollar store! #tcot #android #google #RealEstate @Burkepatch;positive
Data usage in ICS.. Looks like I don't need Watchdog 3G Pro anymore.. hah! #Android #ICS #Google;positive
Thank you @apple for Find My Mac - just located and wiped my stolen Air. #smallvictory #thievingbastards;positive
Why is the new @apple iPhone OS duplicating all my iCal events? There's 2 of everything. How do I fix it? (tried turning iCloud off);negative
OMG the #Android 4.0 SDK is available NOW @ http://t.co/OeUrmtLX!! #Google;positive
removing all @apple shit.;negative
#iOS5 update submitted to @apple! Thanks for all the support!;positive
"hey @apple do you wanna fix my fucking playlist order, you piece of shit";negative
one more picture of the services provided in the #cloud. I am in love with #Microsoft http://t.co/Q0QLeokZ;positive
@apple just now seeing none of my Microsoft Office programs work anymore after Lion upgrade. Why??;negative
@apple I'm still waiting for you to deliver my phone to @sprint;negative
@Apple downloads of iOS 5 are proving popular with users  -- http://t.co/NSHLfiUX;positive
"RT @guardiantech: How #Apple eclipsed #Microsoft http://t.co/GK6YjTFY &lt,- Microsoft's future is in the corporate world, not consumer";negative
#skype is now part of stupid #microsoft it seems;negative
"RT @mainey_maine: RT @ItalianJoya i better be able to see my RT's tomorrow #twitter and tell that lil blue ass bird, (cont) http://t.co/ ...";negative
"#Google / #Samsung #Galaxy #Nexus #ICS press release is now done, I'll go back to my regular tweeting intervals now :) I WANT IT!";positive
"dear @apple, why you gotta go change the way &lt,input type=""number""&gt, is handled out of the blue?";negative
Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple;positive
I cnt get over that shit lol hell naw #Twitter;positive
Is it just me or is #iOS5 faster for the iPad? @apple;positive
"Maybe not the most efficient way to browse, but fun: #Google releases an Infinite Digital Bookcase http://t.co/X1qzeX7f by @MeghanKel";positive
Ice Cream Sandwich's Face Unlock really works! http://t.co/2SjN2BzZ #icecreamsandwich #google #galaxynexus;positive
@Apple Siri is down!;negative
So much garbage. #Twitter;negative
@MrTonySays I tried to #Google the word #Visigoth and apparently  #Google didn't know either cause my  phone froze.;negative
Windows Runtime and .NET: Better Together http://t.co/z7BBJ1xU #dotnet #dev #WinRT #microsoft;positive
Amazing new @Apple iOs 5 feature.  http://t.co/jatFVfpM;positive
... I think I should work for #MelaleucaTheWellnessCompany ... Probably the best company to work for .. oh and #Google;positive
Interesting... @apple now requires you to have a reservation ?         #apple #iphone #4S    :  http://t.co/zZK4fTii;negative
Never purchasing another item from @apple.;negative
"Forget Siri, there is still no beating speech commands on @windowsphone: http://t.co/19GAjSGi #wp7 #mango #tellme #microsoft #siri";positive
Good lord #twitter send my bloody tweets! #ihateyourightnow;negative
"RT @PhillipRowntree: Just registered as an @apple developer... Here's hoping I can actually do it... Any help, greatly appreciated!";positive
Love the #Microsoft campus!  Love the feeling of the mixer building.  Thanks #vslive bringing the conference here!;positive
Is it me or does #iPhone4s run a little warm sometimes? @apple;negative
#google + #motorola + #verizon = perfect combination! &lt,3;positive
&lt,3 u #microsoft!!!;positive
"@apple $319 to repair my iPad 2, Apple you've lost me and my $700 a year, Android here I come!";negative
"#Android 4.0 Ice Cream: Introducing Galaxy Nexus. Simple, beautiful, beyond smart http://t.co/vUWgyx3N #Google";positive
How #Apple eclipsed #Microsoft http://t.co/dL9CRCZy;negative
"@mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..";negative
@apple..good ipad;positive
@O2 @iphone4s @apple";negative
facial recognition failed #IceCreamSandwich jajajajajajaj #FacialUnlock #samsumg #Google;negative
#icecreamsandwich #googland #google #android #ics";positive
Just participated in another #Microsoft #SQLServer certification test with #TSQL typing instead of multiple choices. Really cool.;positive
It would have taken me 15 mins to write this with my #Blackberry. Thank u @Apple 4s for converting me and showing me the grass is greener!;positive
So my iMessage still isn't working! @apple;negative
I hate #twitter right now..;negative
OMG :) :) #Microsoft #Sharepoint is actually working!  Thanks to my excellent colleague William;positive
Mmmm Ice Cream Sandwich #Android #Google;positive
"I'm an iOs user but the #ICS is awesome, great job #google";positive
Mad props to the @apple employee that didn't charge me to replace the back plate on my iPhone! Made my day!;positive
Is it me or does my #iPhone run slower since the #iOS 5 update? @apple @Verizon;negative
@apple why my tunes no go on my iPhone? iPhone lonely without them. silly #iOS5;negative
@apple @jilive @DanielPink: Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever! #iphone #RVA;positive
"RT @TripLingo: We're one of a few ""Featured Education Apps"" on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z";positive
Watching the Android announcement from Google and Samsung. IceCream Sandwich looks really interesting. http://t.co/oeZK9iV1 #google #android;positive
first thing on #google's to do list: hire a performance coach.;negative
@Bla1ze I was referring to #Google & #Icecreamsandwich. It looks amazing. What imo android was missing. I ... http://t.co/rE4nLZgI;positive
"If #Apple came out with gaming console (ala Xbox 360) that blew the current players out of water, #Microsoft and #Sony would be in trouble";negative
The face recognition unlock would be cool if it works. #android #google #icecreamsandwich;negative
Hmmmm a lot of #Siri features don't work in Canada. Location and directions? Seriously @apple come on!;negative
I love #twitter #twitterswag;positive
Dear @apple. I had to turn off all those awesome featured you just enabled. Data plan can't handle it. 200 mb of data just because #;negative
New Galaxy Nexus: Video looks awesome! #nexus #samsung #google #android bit.ly/nEJbyE;positive
"The fact that #Microsoft are using a #QRCode alongside one of their colour code shows the format is failing, opinions? http://t.co/BlhHGOpo";negative
"@TheMarketaire This whole #Facebook change makes more nervous than excited. What about privacy, etc.? I much prefer #Twitter";positive
"@Apple - #Siri is not working due to ""network problem""? Seriously? Can you fix this? #iPhone4s #Fail";negative
Apparently @Apple genius training doesn't extend to clocks & service. They're half an hour late for my appointment and couldn't let me know?;negative
@ammmylewis... Did @CarsonFratus just ditch Twitter for sleep?? #Weirdo... #Twitter&gt,Sleep;positive
RT @TreyHob21: #twitter gives everyone that voice that they believe should be heard by people... unlike real life... lol;positive
I keep forgettin how much i really like #Twitter lol;positive
Wtf!!!!";negative
#windowsphone #wp7 #Microsoft really @google ? http://t.co/vI0htJRr  #icecreamsandwichfail innovation by imitation sad sad;positive
#twitter";positive
"Turns out my computer isn't as fixed as it is meant to be. Fuck you @Apple, I'm going back to your Genius Bar to complain. #annoyed";negative
Guess I'm addicted to #Twitter! Writing the answers to 15 marks University exam questions in less than 140 characters! :P;positive
Well @apple seems 2b screwing #iphone 4s resellars. They still dont have 4s. Yet were promised. Similar 2 Ma Bell's monopolistic prctices?;negative
"RT @schestowitz: When #Microsoft broke the law it played ""victim"". Now it engages in racketeering, calls victims ""outlaws"" (""respect our ...";negative
"@robert_terpstra no worries bud, ps: they're saying that the 4s is having a lot of network issues right now. (I'm @apple for mac problems)";negative
@Joelplane @apple I hear you! I've had trouble with my 3 & now 4. I've even turned down brightness. #andshuttingdownrunningprograms #nohelp;negative
@apple does iOS 5 rape your battery life? or am I just using my phone a lot since getting it;negative
"RT @MattyRiesz: @kathrynyee You were right, an iPhone is a must have. #addicted {WELCOME TO THE @APPLE CLUB}";positive
Can someone plz explain to me whhyy @apple is only distributing 2-3 phones per day to the sprint stores. I'm really ... http://t.co/uf9taK8f;negative
Camera app now has Panorama capabilities! #Google #Android #ICS;positive
Icecream Sandwich looking good so far. #android #google;positive
good article about why @apple fucked it all up with lion and their future. http://t.co/zNDP9Vr6 #fb;negative
This is kind of really creepy: Use your search engine the same way as @MileyCyrus would http://t.co/a050TG4L . . . #Microsoft;negative
I like #twitter;positive
@apple Cards app notifies me the card I sent has arrived at local post office and should be delivered today... Sunday. Truly is #magic.;positive
I've pretty much abandoned Facebook for Twitter. #twitter'slegit;positive
I just need to exchange a cord at the apple store why do I have to wait for a genius? @apple;negative
"@amandbrar @apple Siri has worked for me less than 10% of the time. If service doesn't improve by Monday, I'm returning my iPhone 4S.";negative
Issues with updating iTunes on my windows pc - they really are not compatible.... Sent more time talking to @Apple care than using it!!;negative
"@nansen Man, that sux! @apple io5 upgrade a total #fail for you!";negative
Another mention for Apple Store: http://t.co/fiIOApKt - RT @floridamike Once again getting great customer service from the @apple store ...;positive
"I hate you @apple for not sending Toledo,oh @bestbuy any @iPhone for @verizon even after I pre ordered!!!";negative
I can't wait to get the new #Galaxy #Nexus with #IceCreamSandwich... best yet it supports my #Google Wallet http://t.co/bqMuHxkK via @cnet;positive
The Samsung Galaxy Nexus and Ice Cream Sandwich are sick! #android #icecreamsandwich #google;positive
New Galaxy Nexus: OS Improvements -  Data Usage tools inbuilt #nexus #samsung #google #android bit.ly/nEJbyE;positive
why the fuck dose my phone decide its just ganna freeze every time i try to update it so fucking sick of @apple;negative
In that #twitter mood!;positive
"#Microsoft Research shows #Holodesk - looks like science fiction, but is science fact http://t.co/vv6ltkYp";positive
Not Bad! @Apple Sells Over 4 Million #IPhones in Debut Weekend - Bloomberg http://t.co/AVSl3ygU - #smartphone #sm RT @VinodRad;positive
I made a reservation and yet I still have to wait in line. Humpt! Oh @apple (@ Apple Store w/ 2 others) http://t.co/JZmVBdNm;negative
just upgraded to win 8 on my pc only for it to tell me it failed to install and they dont know what happened thats #microsoft for you!;negative
What I think about #AndroidIceCreamSandwich ? Thats the most delicious piece of sandwich ever. Get me it real fast #GOOGLE !;positive
Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/7YvJMHnQ;positive
"i need a hookup, stop teasing me #google http://t.co/07YR58wL i want the new #nexus";positive
@apple why isn't my iTunes updating? I just wanna update my iPhone to IOS5!!! Then iTunes says that it needs to update to do it. Then fails!;negative
Siri is having a hard time remembering who my sister is. contact card needs space for family info. #iPhone4S @apple;negative
@apple just got the new iOS5 upgrade with iMessage...good luck surviving now @BlackBerry;positive
"Warning: if iphone apps spontaneously loose data, it might not be the app's fault - http://t.co/1SEsvWwm #ios5downgrade @apple @marcoarment";negative
"RT @gdcurry: Really @Apple?  What have you done to my iTunes now?  I can't click on Music, Movies, TV Shows, or any playlists. I get a l ...";negative
#IceCreamSandwich went way and beyond what I expected. Can't wait to get it on my Nexus to play with! #Google;positive
#twitter still not showin my mothafuckin #retweets . .;negative
"I've seen a couple of iPhone 4S's already, but still no Windows Phone 7's ... ever! #Microsoft not so hot.";negative
RT @tomkeene Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/BPPJwncp;positive
"@apple Wish I could pick month, day, and YEAR when setting a new calendar item on my iPhone. Why hasn't the new iOS fixed this yet?!";negative
"@apple @iphone Please deliver my daughter's i4s, she is driving me nuts #iphone";negative
@Apple: Siri is amazing!!! I'm in love!;positive
iPads Replace Bound Playbooks on Some N.F.L. Teams http://t.co/2UXAWKwf @apple @nytimes;positive
Zune Music arrives in Canada! http://t.co/CJJ12v4I #microsoft #music #news;positive
"""#Microsoft details Search improvements in Windows 8 Start Screen"" http://t.co/Agv49znJ";positive
Welcome to the twitter world @MarkStuver. This is due to #iOS5 and @apple thanks guys.;positive
"@RAD_Software Yes good points about #ERP but unfair assessment in saying ""#SAGE, #SAP and #Microsoft Dynamics, are not delivering""";positive
WHERE THE HECK IS THE @ANDROID SOURCE CODE ?? WTF #GOOGLE;negative
"@Apple iTunes is the worst program ever. For such a great phone, you make some awful software.";negative
Android 4.0 FINALLY includes photo editing tools. #Google #Android #ICS;positive
"#Google Apps vs. #Microsoft #Office 365: ""it is clear that Google Apps should be the top choice"" http://t.co/KDTD4zRe";negative
What??? I that sucks hello @apple RT @PhoneDog_Aaron Interesting note - DROID RAZR's battery isn't removable.;negative
"@FishMama: If you made a purchase, just wait for the @apple survey! hate going b/c of the bad #custserv";negative
When I say I'm going to bed that really means I'm gonna sit on twitter for 30 min then go to bed! #Twitter&lt,3;positive
Damn it @Apple!! Whatchu done to my phone??;negative
Haven't been on this Twitter shit in a while man. Here because looks like #AboutThatLife be haven hella fun on #Twitter;positive
"Mmm... #SmarterPhone RT @Android: Introducing Ice Cream Sandwich, the delicious new version of Android: http://t.co/AXl2K1Gs #ICS #google";positive
When in doubt... #Google it!!!;positive
From which companies do you experience the best customer service aside from @zappos and @apple?;positive
"Tried explaining #Twitter to my mom, but her ""why would you want to do that?"" argument was pretty bulletproof. #igiveup";negative
Welcome Skype to the #Microsoft family. We can do amazing things together. http://t.co/YKCHtu8h #welcomeskype;positive
I sure as hell better be able to restore my calendar events. Terrible bug apple! @apple #icloud #anothericloudfail;negative
@apple Siri is amazing;positive
http://t.co/vJ2JpKtM http://t.co/02dYONXz";negative
RT @ThatTechGuy92: LITERALLY HAD MY MIND BLOWN AWAY JUST NOW!!!!! #Google #Samsung;positive
Loving my new #iPhone4S thanks @apple for #ios5;positive
@jessecablek I want it too. Now just wondering who will be carrying it in November. Or direct purchase from #google / #samsung;positive
"@samsung, @apple, you do realise you're just really pissing off the customer base AS WELL AS looking petty.";negative
